,Month,Overview,Titles,Year
489,02,Sex is banned but lolita becomes a sexual rebel and broadcasts erotic adventures throughout the universe while satisfying her own forbidden fantasies.,Lolita 2000,1998
490,02,"After a Soviet space station crashes into a New York City subway tunnel, a species of venomous spiders is discovered, and soon they mutate to gigantic proportions and wreak havoc on the city.  Starring Patrick Muldoon, Christa Campbell, directed by Tibor Takacs. Originally called ""Spiders 3D"" but now simply ""Spiders""",Spiders,2013
491,02,"Jackie Ivers is a Los Angeles nurse who returns home to the small town of San Vicente to find that her friends and family have taken on bizarrely different personalities. Jackie notices that everyone who goes into the town's lake come out different. As the movie progresses, Jackie first-handedly witnesses what is happening to everyone around her as she is kidnapped by aliens from a parallel world which is the duplicate to Earth but is now polluted and the ozone layer gone. In order to survive, the aliens intend to take over Earth the entrance to the duplicate Earth called the vortex, which are located in major bodies of water, ponds, and lakes.",The Lake,1998
492,01,Two aliens who crash on Earth must find a buried weapon that will destroy the planet and their own society if not stopped.,Showdown at Area 51,2007
493,11,"Marines on a deserted island are ordered to disfuse bombs, but then an alien creature terrorizes them.",Xtro 3: Watch the Skies,1995
494,05,"Scientists at a secret underground complex have found a way to travel to another dimension. Three dimension-travellers are the first to go through the gate - but are soon attacked by something that interrupts the communication with Earth. This horrible something uses the gate to travel back to the underground complex. Most of the staff are evacuated, except four heavily-armed militaries and Dr. Casserly and Dr. Summerfield who just can't stand each other.",Xtro 2: The Second Encounter,1990
495,05,Saber Raine is hired to guide three elite soldiers on a rescue mission to recover a prince and princess who have been abducted from their home world. The trail leads Saber and his allies to a planet deep within uncharted space that is inhabited by strange mutated creatures.,Star Raiders: The Adventures of Saber Raine,2017
496,01,"Earths position in the universe has become of vital strategic importance to those who have, until now, just studied us from the dark reaches of Space. Knowing our weaknesses they have planned their attack & now in just 5 days life on earth will change forever. Robert Casey a retired US Intelligence agent turned UFO investigator races to discover the truth about the DOMINION and what it has in store for the human race but time is running out...",Dominion,2014
497,12,An alien policeman comes to Earth to hunt down a renegade of his own race.,"Abraxas, Guardian of the Universe",1990
498,03,An astronaut doctor Ivan Hood and his fellow astronaut Kelly return from their mission in space to find the world has been taken over by aliens. Now Dr. Ivan Hood and Kelly must lead a revolution to free the human slaves from their alien masters.,Alien Apocalypse,2005
499,01,0% storyline. 0% dialogue. 100% zombies.,Plaga Zombie,1997
500,01,"A crew of interplanetary archaeologists is threatened when an alien creature impregnates one of their members, causing her to turn homicidal and murder them one by one.",Inseminoid,1981
501,09,"Two men witness an unexplainable event in the sky as a historic solar storm approaches, and they try to survive as a terrifying life form hunts them.",Ejecta,2014
502,03,"In February 1942 Us forces engaged an unidentified flying object above Los Angeles. Now almost 70 years later, the alien invaders have returned.",Battle of Los Angeles,2011
503,05,The citizens of Comet Valley are being taken over by seeds from an alien plant that has taken root there. A sheriff investigates the strange goings-on.,Seedpeople,1992
504,04,A Canadian sex comedy about saving a summer camp from becoming a shopping mall.,Oddballs,1984
505,01,"A group of old college friends reunite to relive their glory days by renting a beautiful cabin in the woods. As the sun sets on their first day in the cabin, bright flashes of light announce the arrival of mysterious creatures. These friends will have to outwit a force that is both inhuman and extremely intelligent in order to survive. The outcome will shock and amaze you as we come to realize... we are not alone in the universe.",Grey Skies,2010
506,01,"Directed by Xu Kerr. Centuries of unchecked industrialization have left Earth unsuitable for supporting human life. Rather than trying to restore the ravaged planet, humanity has learned to embrace its changing environment.",AniMen: The Galactic Battle,2012
507,06,"Man has finally conquered the ocean. America's first self-contained undersea laboratory is the pride of the nation, and expectations are high for an elaborate undersea mining operation. What wasn't expected was the inhabitants of an undiscovered world.",Lords of the Deep,1989
508,01,"To escape his captors an industrial spy hijacks a space shuttle only to find the controls malfunctioning. Catapulting through outerspace, he sights alien battleships approaching earth.  Many years later when the arc of his flight path returns him to earth, he discovers the planet is completely under alien domination, totally devastated by thermo-nuclear battles.  Desperate and alone, he searches for any human existence. Finding a group of survivors, together they fight the aliens to save mankind.",Battle for the Lost Planet,1986
509,10,Earthlings chafe at the peace established by a benevolent alien race and set about to rebel.,The Monitors,1969
510,12,"Aliens crashland near a small desert town, strewing odd bluish-glowing rocks throughout the area. Townfolk notice something is amiss when temperatures begin to soar, water disappears, power goes down and people seem not to be themselves.",It Came from Outer Space II,1995
511,01,A documentary about aliens and UFOs with re-enactments of alien interviews and video of a supposedly real video of an alien being interviewed by government officials.,Area 51: The Alien Interview,1997
512,05,"A spaceship containing specimens for an intergalactic zoo crashes on Earth near a small back woods town. The specimens escape, and soon town folk are turning up mutilated. Very low budget feature was the first for Baltimore filmmaker Don Dohler.",The Alien Factor,1978
513,05,"A horror writer buys an odd looking mutant embryo creature, pickled in a jar, from a shop in Chinatown, hoping it will be a creative inspiration for his work. Instead, the odd mutation provokes a rage of violence and lust to envelop the suburban villa where the writer lives with his wife and sexy secretary.",Possessed by the Night,1994
514,08,Alien monster uses a psychic to try to take over the earth.,Biohazard,1985
515,04,"After Air Force One goes down during a storm over the Bermuda Triangle, the United States Navy is dispatched to find the escape pod holding the President. A giant monster beneath the ocean awakens and attacks the fleet.",Bermuda Tentacles,2014
516,06,A young Chinese boy and girl are sent on a mission to retrieve the 'Glorious 100' - agents who were sent to this planet millennia ago to study and observe.,Piercing Brightness,2013
517,02,"An oceanic observation station is in desperate trouble after a sudden shark attack wrecked the oxygen supply. The accompanying ship, a coast guard cruiser, and other ships in and around the Bermuda triangle are attacked as well. The US Navy sends a submarine to investigate, but soon they too are under attack.",Raging Sharks,2005
518,06,"Arachnid is a 2001 film directed by Jack Sholder. In this movie, giant killer spiders menace survivors of a plane crash.",Arachnid,2001
519,11,"After Zane Ziminski is found dead five people received envelopes with details of an alien invasion. This group of five includes 3 scientists, Zane's brother Jack, and a reporter. Quickly, the group is down to three and then Jack and Bridget, the reporter. With a small piece of alien technology, they must escape from the aliens, who take human form, and try to convince others that aliens exist.",The Second Arrival,1998
520,06,"It's 2 A.M. in St. Louis when a routine scientific experiment goes terribly wrong and an explosion shakes the city. A scientific team investigates, clashing with an intergalactic, voltage-devouring creature that vaporizes them.",The Black Hole,2006
521,03,An object is shot down over Seattle and the debris begins to effect the local weather ultimately threatening the whole world.,Seattle Superstorm,2012
522,01,"The adventures of lesbian space aliens on the planet Earth, and the story of the romance between Jane, a shy greeting card store employee, and Zoinx, the woman Jane does not realize is from outer-space. Meanwhile, two government agents, or 'Men In Black,' are closely tracking Jane and the aliens while harboring their own secrets.",Codependent Lesbian Space Alien Seeks Same,2012
523,05,"Alien Arsenal, also released as Alien Weapons, tells the story of two teenage misfits, Ralph and Baxter, who accidentally discover a bizarre vault full of alien weaponry and body armor in the basement of their high school, with which they harness the power to transform from super geeks...to superheroes. Unfortunately, their discovery signals the arsenal's alien owners who have returned to Earth to reclaim the deadly cache...and destroy the planet!",Alien Arsenal,1999
524,10,"Aliens from the constellation Hydra crash-land on the island of Sardinia. A prominent scientist, his daughter, several young technicians, and a pair of Oriental spies are taken hostage by the beings so they can use them to repair their spaceship's broken engine. With that done, they take off towards their home planet, taking the earthlings with them. However, the humans attempt to mutiny against their captors, inadvertently sending their tiny spaceship hurtling into the infinite beyond...",Star Pilot,1966
525,04,An alien is hunted by a gang of drunken hillbillies who saw him crash-land his spaceship.,The Galaxy Invader,1985
526,10,"A lonely library clerk stumbles across a manuscript that he uses to develop psychic powers, which make him irresistible to women. Soon, his powers get out of control, just as they start showing up in his friends.",Mind Killer,1987
527,07,"A moon base is destroyed by a spaceship with a cluster of gumballs on its head. Later, at Sea World, dolphins are dying mysteriously. Zigra kidnaps two men and two children (one of whom is a Coke addict - Coca-Cola that is) and starts causing earthquakes. The two six year olds somehow outwit Zigra and help their incapacitated fathers escape. The Zigra Woman, who can use her eyes to put people into comas, then chases them all over Sea World like an extended Benny Hill skit. Somewhere in this movie Gamera finally shows up, fights Zigra, who turns into a giant swordfish.",Gamera vs. Zigra,1971
528,06,The military have captured and imprisoned a supernatural entity. And now it wants to play.,Stormhouse,2011
529,01,A heroic expedition braves snow-whipped precipices and discovers the dreaded humanoids. But wait – these are extraterrestrial yetis who zipped in from outer space to conquer Earth by melting the polar ice caps with high-energy proton fields. Will mankind be global-warmed into surrender?,The Snow Devils,1967
530,01,A misguided scientist enables an alien from Venus named Zontar to come to earth in order to help solve man's problems...,Zontar: The Thing from Venus,1966
531,08,"After the American Army shot down a UFO in 1947, generations of elite commandos were secretly trained to deal with the aliens' feared return. However, the extra-terrestrials never came back and the elite force was disbanded. Sixty-six years after the Roswell crash, the aliens are invading Earth and only the over-the-hill retired commandos can stop them.",Invasion Roswell,2013
532,11,An alien crash lands and goes on a killing spree.,Nightbeast,1982
533,01,Tommy Kirk leads his fellow Martians to Earth on an interplanetary quest for females. Kirk proves that Martians have impeccable taste when one of his first conquests turns out to be sexy scientist Yvonne Craig.,Mars Needs Women,1967
534,01,The year: 3037. Earth is at war with aliens called Mendax. They have remarkable mental abilities and are determined to wipe out all mankind,Homeworld,2008
535,10,A Warren Comics style short portraying a stranded cosmonaut on Mars.,The Sea of Perdition,2006
536,02,"An alien creature escapes from a research lab at the infamous ""Area 51"" determined to hunt down its former tormentors.",Alien 51,2004
537,02,A meteor falls to earth near a secret CIA military hideout and merges with a motorcycle and it's rider to create an alien soldier bent on recovering an alien artifact..,Murdercycle,1999
538,10,The existence of mankind hangs in the balance as two warring factions of aliens do battle in Mark of the Astro Zombies. The film begins with an invasion of Earth by aliens who plan to turn human beings into zombies. They gather high-level government officials and attempt to get from them certain knowledge and information they will need. A kind race of aliens lands on Earth and decides to try and stop the evil ones from succeeding with their plans.,Mark of the Astro-Zombies,2004
539,09,"Three nerdy students who have the hots for their sexy astronomy teacher hit upon the idea of pretending to be outer-space aliens, in the hopes of tricking her into going to bed with them.",Very Close Encounters of the Fourth Kind,1978
540,01,A Martian explorer discovers the secrets behind the USA's prosperity: oil and free enterprise!,Destination Earth,1956
541,06,"Zorkon and Galaxia are a couple of aliens who come to Earth to learn how to reproduce in order to save their dying race. However, things go awry after Galaxia discovers that she's a lesbian, which in turn could undermine the success of their mission.",Girl Explores Girl: The Alien Encounter,1998
542,03,"When drones arrive in a flash, slaughtering humanity and stripping the Earth of its resources, a small team of scientists hiding in Los Angeles works to expel the drone menace once and for all.",Drone Wars,2016
543,10,A Warren Comics style short portraying a stranded cosmonaut on Mars.,The Sea of Perdition,2006
544,10,"The axiom that in Hollywood “nobody knows anything” also rings true in the rest of the galaxy, so Earth Ambassador Travis Shepherd discovers when he inadvertently becomes a movie mogul on an alien planet. An infectiously hilarious marvel in its comic escalation.",Movies in Space,2015
545,02,A meteor falls to earth near a secret CIA military hideout and merges with a motorcycle and it's rider to create an alien soldier bent on recovering an alien artifact..,Murdercycle,1999
546,04,An oceanographer diving in the Bermuda Triangle discovers an undersea world.,Encounters in the Deep,1979
547,09,"When young MacGuffin is left wheelchair bound by a horde of drunken Mardi Gras revelers, he devotes his remaining years to one final act of twisted revenge. By performing a ritual that raises Zombie! from his grave to wreak vengeance upon unsuspecting Mardi Gras revelers 23 years later, the adult MacGuffin unwittingly unleashes forces beyond his control and aids a pair of renegade aliens in their own sinister agenda.",Zombie! vs. Mardi Gras,1999
548,01,"Achilles, a normal man infected with a disease that will bring down the Erebus rulers (human/machine hybrids) escapes back in time from 2410 to the present day where he has a chance to stop the Erebus from ever rising to power. However he is followed by the Erebus-7 who will stop at nothing to hunt him down.",Death Machine: The Fall of London,2015
549,04,"A group of cave explorers are confronted in an underground cavern by a mysterious living rock. Little do they know that it bears home to deadly, flesh-eating creatures, intent on wiping out the entire human population. An ultra low-budget, unofficial and unauthorized sequel to the 1979 film Alien, although the plot has little connection to the original film.",Alien 2: On Earth,1980
550,03,"Loner teenager Billy Duncan (Kim Milford) stumbles across a lost alien ray gun while wandering the desert one day. Billy uses the destructive weapon to get revenge on his enemies, but quickly finds himself beginning to turn into a violent, alien creature who destroys anyone who offends him.",Laserblast,1978
551,08,A small town is sealed in a electric forcefield by a blood thirsty rampaging killer cyborg alien and it's up to some towns folk and the sheriff's dept to stop it!,Alien Factor 2: The Alien Rampage,2001
552,01,"An alien impregnates an Earth woman so she can deliver an alien ""messiah"" that will rule the world. A newspaper reporter finds out what's going on and sets out to stop it.",Alien Seed,1989
553,04,"When a meteor crashes to earth, out of it emerges a glowing, female creature who terrorizes a group of people living in the California mountains.",The Astounding She-Monster,1958
554,01,"In 1974, four astronauts, silver shoe-clad Dorothy, overweight Doc, goofy Charlie, and wooden Steve, crash land on Mars when taking readings, with only four days of supplies. They must try to survive on the surface, which is barren except for some canals with huge maggots with fins. After embarking through a golden igneous cavern, braving a storm and finding an unmanned Earth vessel, they discover a golden road which leads them to the unchanging ruins of what was once a beautiful Martian city. The Martians are modeled on the Flatheads of Oz, and their collective consciousness, the ""Wizard,"" forbids them to leave until they perform a very small task...",The Wizard of Mars,1965
555,12,"Part live-action, part animated story about a boy who, after an awful amusement park accident, gets a brain transplant, which allows him to see cartoon characters in real life.",Re-Animated,2006
556,01,"The story of four young couples drawn to the remote dunes for off-roading in their extreme machines. But the outing turns into a night of terror when they are attacked by the Catcher, a skilled and brutal hunter of human specimens for alien science.",Creature of Darkness,2009
557,03,After Los Angeles is invaded by an army of subterranean monsters a small group of people must fight for survival in the deserted metropolis.,The Slime People,1963
558,09,"The alien criminal from the first movie is dead, but he left a few eggs which are hatching now. The good alien, who still inhabits Tom Beck's body, has been waiting just in case this happened. Unfortunately, his presence in the body has taken a terrible toll on it, draining it of life energy. Additionally relations with Beck's daughter Juliet (now a cop) have deteriorated. But when the killing starts again, they will need to work together to stop the new generation of aliens.",The Hidden II,1993
559,01,"250 million years ago, a carnivorous species 'planted' a crop of humans on an uninhabited planet known as Earth. Now, the alien life form has returned to harvest its yield. With total destruction looming just moments away, a futuristic warrior (Jason James Richter) and a prophetic mental patient (Mark Hamill) join forces against the creatures, but with mortal weapons no match for the superior alien technology, the duo's only hope for victory lies in finding a 250 million year-old spaceship known as Laserhawk. The future of the world depends on it.",Laserhawk,1997
560,08,"An astronaut is killed on re-entry to Earth, but his body is seeded with rapidly-gestating aliens.",Night of the Blood Beast,1958
561,03,"A group of aliens arrive on Earth as part of an advance invasion force. Their mission is to kidnap a small sample of humans and run them through a series of rigorous tests to determine if they would make suitable slaves. Harper, one of the alien experimenters, has beceme frustrated with her planet's endless cycle of conquest and extermination and begins to feel some sympathy for her human captives. While the prisoners see a glimmer of hope in the compassionate alien, will it be any use in stopping the enormous attack fleet just a few days from Earth?",The Advanced Guard,1998
562,06,"Hercules is summoned to oppose the evil Queen Samara, who has allied herself with aliens and is sacrificing her own people in a bid to awaken a moon goddess.",Hercules Against the Moon Men,1964
563,03,Two young children and an adult in a small town have an encounter with an alien spaceship. 25 years later the children are reunited as adults in the same town which is now beset by strange cattle mutilations. Matters become worse when the cattle mutilations are joined by human murders and mutilations.,The Return,1980
564,01,"When a couple are killed in an auto accident their bodies are immediately inhabited by extraterrestrial beings. Taking refuge in an underground cave, the aliens attempt to sabotage the U.S. space program.",The Cape Canaveral Monsters,1960
565,10,"Captain Rameses and his Legion of the Winged Serpent brigade are out to claim Earth for their dying race. Out to save Earth is an alien guard patrol located in the Bermuda Triangle, the League of Races. LOR leaders warn Rameses that he's breaking galactic treaty rules. The alien villain responds by launching an invasion which telepathically drives Earthlings to suicide. The LOR implore UFO expert Professor Duncan to help them. Eventually, the two alien forces battle. Will the Earth be saved?",Starship Invasions,1977
566,01,A newlywed sheriff tries to stop a shambling monster that has emerged from a spaceship to eat people.,The Creeping Terror,1964
567,07,An astronaut (Anthony Dexter) and crew land on Jupiter's 13th moon and find a monster and women from Atlantis.,Fire Maidens of Outer Space,1956
568,02,"Three earthlings (John Carradine, Robert Dix, Vicki Volante) leave on a space mission to destroy flesh creatures of a prehistoric lost planet.",Horror of the Blood Monsters,1970
569,10,"Alien ""eye"" creatures invade a small town in this uncredited remake of ""Invasion of the Saucer Men"".",The Eye Creatures,1965
570,07,"The plot concerns an American astronaut, Frank Douglas, who mysteriously disappears from his spacecraft as it parachutes to Earth. The vanished astronaut is apparently replaced by or turned into a large, radioactive, humanoid monster. A team of scientists and military men attempt to capture the monster — and at one point succeed, only to have him escape again. Neither the capture nor the escape are ever shown, simply mentioned by the narrator.",Monster a-Go Go,1965
571,02,"A photographer and his model are on a photo shoot in a forest when they get the feeling they are being watched. The feeling becomes so strong that they decide to cut their session short and leave. Later, when they develop the photos they took, they discover what looks like alien creatures in the background.",Eyes Behind the Stars,1978
572,08,A park ranger must protect hikers from an invasion of meteor-spawned aliens and hunters that want to eliminate the creatures - and any witnesses to their arrival on earth.,Alien Incursion,2006
573,12,"In Norway a military plane crashes under mysterious circumstances: in his last message the pilot reported many lights falling from the sky. NATO wants to play down the incident, but the famous TV moderator George Abbot and the no less persistent journalist Milker sense a sensational story about UFOs and start snooping around in the area with help of pilot ""Bird"" McNamara. Inspired by the suspiciously rigorous isolation of the whole area around the crash point and cases of an unknown disease they have a closer look at the military's activities...",Project Alien,1990
574,01,,La fille à la fourrure,1977
575,01,,Копилка,1989
576,01,A television crew heads to Nevada to search for alien life.,Conspiracy Theory,2016
577,10,A UFO transports three children back to the prehistoric.,Age of the Great Dinosaurs,1979
578,12,"In the distant future, a mysterious floating object appears suddenly in the center of Tokyo. The top secret mission unit Alta Mira Agency or AA is comissioned by the Defense Agency to deal with this mysterious invader. In charge of the robot training is Funagai Otsuya. He trains five special girls to use the Battle Soles to push back the enemy even at the cost of their lives.",Skelter+Heaven,2004
579,10,A UFO transports three children back to the prehistoric.,Age of the Great Dinosaurs,1979
580,03,"When an alien force tries to invade Earth to steal a powerful new rocket fuel, a mysterious hero intervenes.",Prince of Space,1959
581,04,"After a strange sighting, four friends decide to move in the near woodlands to investigate. Soon their week-end becomes a nightmare and a race for survival.",Report 51,2013
582,08,"The election campaign in a small provincial town is in full swing. Candidates for ministry position pop up elsewhere, promising ""milk and honey"" to the voters. Two inseparable policemen, Boki and Pajko, are in charge of peace and order. Everything goes as usual until unexpected visitor from space shows up.",Aliens Are to Be Blamed for Everything,1991
583,10,"Two alien brothers crash their ship in the U.S. They get separated, and one searches the country for the other one.",Nukie,1988
584,10,"A group of young pilots in a remote region of the Canadian wilderness begin to hear strange reports over their radios about planes crashing, cars stalling and a deadly plague which has gripped the planet. It becomes clear that earth is in the midst of an invasion. The group of pilots decide to barracade themselves in a cabin deep in the woods and wait for their impending doom.",Invasion from Inner Earth,1974
585,01,"The wretched colony world of Actium is crumbling under the ego of its dictator, Grand-Automaton Polpox. Rebel Laffrodites, a religious minority, are being exterminated in a government run campaign and to distract the citizenry Polpox has put on a grand carnival, an Actium Maximus where alien dinosaurs fight to the death in a gigantic Colosseum. Space Hunter Axezun is commissioned to scout the farthest reaches of the galaxy for new combatants. He and his crew find much more than bloodthirsty monsters on their quest however, they also discover a secret which could alter life in the galaxy forever.",Actium Maximus,2005
586,04,"ADAM is a graduate student in theoretical astronomy and working on his dissertation. He’s always been interested in what’s ‘out there’ and he finds a perfect opportunity to both work and play…..in Roswell, New Mexico.",1313: UFO Invasion,2012
587,12,Two aliens from a dying planet are on a mission to impregnate Earth women.,Wam Bam Thank You Spaceman,1974
588,01,"Spoof science fiction. An alien mother and her child are pursued across England by a bunch of incompetent government agents and take refuge in a house full of vampires. Homage back to the camp tone of British directors of the 1970's such as Ken Russell, (The Lair Of The White Worm), Robert Fuest, (Dr Phibes Rises Again), and Joe McGrath, (The Magic Christian). Distributed by Troma in the U.S., it contains violence, nudity and exploding bagpipes.",Alien Blood,1999
589,11,A group of friends gather after over a decade apart. All seems to be going well until a Deputy arrives and announces that one of the group is actually an alien in disguise and then is promptly separated from his head.,Alien Vengeance II: Rogue Element,2010
590,09,"Offering only the finest amenities, the ‘TITAN 1C’ space-cruiser is considered the most luxurious star-liner ever built. Future spring-breakers on board are excited to be touring through space with some of the world’s elite. However, a sudden meteor storm smashes into the hull, and a deadly biological alien life form is let loose on the ship.  Seeking a suitable host, the retrovirus successfully merges with some the passengers, transforming them into seemingly invincible predators with the “touch of death”. As the ship is destroyed, the surviving passengers crash on a remote planet, and they learn that one of them is “infected”. They must quickly band together before it has a chance to slaughter them all.",Aliens vs Titanic,2017
591,08,"In this Sci-Fi thriller, when a group of friends go missing, the local Police are shocked at the return of a mysterious stranger. While searching for their missing friends, they uncover a dark secret and the truth behind the 'Grey Agenda'.",Grey Agenda,2017
592,01,"Immensely successful Professor Jonathan Caine has come out with a new book about his favorite subject, ants. He is known and respected all over the world but to his beautiful daughter, radio personality, Audrey Caine, he is an absentee parent. Nevertheless, Caine tries to heal the break between him and his daughter only to be called away to give another lecture on ants to a secretive multi-national corporation, Niles Industries, hidden in the Colorado wilderness. Meanwhile, his daughter, Audrey, is worried more than she’d like to admit. But when a giant ant escapes so does Caine. The giant ant sends out a sonic signal that travels across the four corners of the world and suddenly giant ants are appearing everywhere!",GiAnts,2007
593,05,"Extreme athlete Jordan Hoffart shows off his prowess in this full-length movie featuring the blue-hued alien Zolar -- son of Sylvester ""Skip"" Crovo -- whom wanna-be skateboarding superstars recruit to teach them how to ride a board like the pros. When they meet Zolar, their newest team member, the kids have to get over their initial prejudice and learn how to hang with someone physically unlike them but just as dedicated to the sport as they are.",Zolar,2004
594,01,An alien from a race dying of a disease crashes on Earth and assumes the body of a human. She then precedes to take blood from other humans to send back to her planet. Things get complicated when she starts to feel human emotions and other aliens show up to exterminate her. Her only hope lies with a curious and helpful doctor.,Star Portal,1997
595,05,"Peaceful, rustic Metzburgh is a quiet village which was a former industrial town whose glory days are long past after the collapse of Metzburgh Grain. Teenager Mark Lowe (Jason John Beebe) and his ex-girlfriend Lucy Greenheart (Sarah Manzella) are stuck in a lovers quarrel when a meteorite crash lands in the passive community. Glen (Robert Bozek ), an ex-employee of the grain silos who became homeless after the collapse of the mills, stumbles upon the fiery crash. Unaware that his find could be dangerous, he gets too close and a chemical poison sprays out of the meteorite, enveloping him. The chemical agent known as Ombis begins to turn his insides into a slimly substance. Unable to stop the spread of the infection, Glen runs onto the road where Mark and Lucy find him. The two take him to the only Doctor in town, Doctor D (Deborah Manzella) Mark and Lucy are shocked by their gruesome discovery and immediately contact the local Sheriff Thomas Brackett (Richard Satterwhite).",Ombis: Alien Invasion,2013
596,01,"It's fear that they seek! Dr. Schroder listens to her criminally insane patient as he recounts the story of the murder of his four friends. Chip implants, government mind control, Russian military, and Alien visitors form the puzzle pieces of this science fiction thriller. A search for the answers leads to the mind-bending truth...it's our fear that they seek. The Aliens are HERE and they show only disgust for what the human race has become.",Alien Agenda: Project Grey,2007
597,10,Aliens make a follow up invasion attempt on Rural Ohio after years of unsuccessful attempts. This time they're out for revenge. It's up to local hillbillies and college kids to defend the world from this alien invasion.,Revenge of the Spacemen,2014
598,12,"Three aliens from an unknown planet, who bear a strong resemblance to the Biblical Magi, visit earth to know the true meaning of Christmas. Peter, a young boy, and Lucy, his goose, are the first to encounter them. Unable to find the true meaning of Christmas in town, Peter takes them to his family's house in the woods. While Peter's grandmother tells the aliens about her memories of Christmas, Marvin, one of the town's bullies, steals Lucy. In the chase to rescue Lucy, Marvin falls through the ice in a lake. Peter attempts to rescue him but falls into the lake as well. The townsfolk, who were out searching for the aliens, attempt to save the boys but their human chain isn't long enough to reach them. The three aliens, who had sworn not to interfere with events on earth, decide to help in order to learn the meaning of Christmas.",A Cosmic Christmas,1977
599,01,"Lord Doom, evil master of Proyas, the Dark Planet, sends Kraa the Sea Monster to Earth as part of his plan to dominate the galaxy. To keep the meddling hands of the Planet Patrol out of his scheme, he incapacitates their nearby space station. Fortunately, the alien agent Mogyar is on hand to land on Earth to stop the giant sea-beast. Accidentally landing in New Jersey rather than Italy (where scientists could have helped Mogyar build a weapon to stop Kraa), Mogyar must overcome his stereotypical Italian accent and strange appearance in order to ally with nearby humans to save the day.",Kraa! The Sea Monster,1998
600,11,"This documentary puts forth the theory that UFOs are actually beings from another dimension, and reviews past incidents of UFO sightings in support of that theory.",Overlords of the U.F.O.,1977
601,12,"Three aliens from an unknown planet, who bear a strong resemblance to the Biblical Magi, visit earth to know the true meaning of Christmas. Peter, a young boy, and Lucy, his goose, are the first to encounter them. Unable to find the true meaning of Christmas in town, Peter takes them to his family's house in the woods. While Peter's grandmother tells the aliens about her memories of Christmas, Marvin, one of the town's bullies, steals Lucy. In the chase to rescue Lucy, Marvin falls through the ice in a lake. Peter attempts to rescue him but falls into the lake as well. The townsfolk, who were out searching for the aliens, attempt to save the boys but their human chain isn't long enough to reach them. The three aliens, who had sworn not to interfere with events on earth, decide to help in order to learn the meaning of Christmas.",A Cosmic Christmas,1977
602,,"Scientists investigate the possibility that alien life-forms influenced human evolution, citing the existence of strange monuments around the world to support their theory.",Ancient Astronauts,
603,03,"Animated film students vetes a 2004, which is supported by their professor Zeljko Savic",Jet Set,2004
604,07,"Noera is heading to work after drinking all night with a friend when he meets Marcia, a young biker heading towards Los Angeles. They abruptly get involved in a car chase and Marcia ends up retrieving a locked metal box from one of the pursued vehicles. Within it, a dark sphere. Many people want the orb at any cost forcing Noera and Marcia to desperately run away while trying to figure out what exactly is the strange object they are carrying.",California Crisis: Gun Salvo,1986
605,12,"An agent who was sent riding on Halley's comet to the earth. He was actually given an order to destroy the earth. Captivated by planet's beauty, however, he is no longer able to destroy the planet. Seventy-six years later, another agent from Halley's comet is sent to the earth to liquidate this traitor, who is now disguised as a girl named Lamina in Vietnam.",Love Position: The Legend of Halley,1985
606,,This documentary examines four 'alien sightings' from the last five years; were they visitors from other worlds?,Alien Investigations,
607,12,"In the middle of the next century, a spaceship loses its bearings, and the commander of another space crew, seemingly on a routine check flight, decides to investigate. The result is an unusual suspense adventure.",Signals: A Space Adventure,1970
608,01,"Speculative ""documentary"" about alien visitations on Earth, UFO sightings and how aliens are responsible for pretty much every conspiracy theory, paranormal encounter and cryptozoological sighting in history. (Also Jesus. No, really.)",The Force Beyond,1978
609,01,Invading aliens are taking over the brains of folks in a small town. The head leech is a wad of black tinfoil with a couple of white thumbtacks for eyes. Others are spidery-like rubber things pulled along by strings.,The Brain Leeches,1978
610,01,"This documentary explores near death experiences, UFO’s, ORBs, global changes,  and extra terrestrial encounters. With live UFO footage and first hand accounts of other-world encounters, this  film is among the first to explore questions such as where did they come from? And why are they here? The film  features James Gilliland, an expert in the area of E.T. phenomena, who has appeared regularly on the popular  radio show “Coast to Coast A.M.”  It's filmed at Gilliland’s ranch in Trout Lake, Washington which serves as the primary location  for Gilliland’s E.T. encounters. The movie delves into Gilliland’s life story, his own near death experience, his  personal encounters with other worldly beings, and also includes interviews with physicists and other experts who  have visited the ranch and share their perceptions of these phenomena. The films includes appearances by Dr. Miceal  Ledwith, Neil Freer, Dr. Brooks Agnew, Afred Webre, and Dr. Michael Salla.",Contact Has Begun: A True Story With James Gilliland,2008
611,09,,Blue Tornado,1991
612,01,Why are aliens visiting our planet? This enchanting animated short film follows a visitor from another world as it starts its journey on Earth.,Invasions,2009
613,01,"In a distant galaxy, three natives of Gas Planet carry on with their quest for nourishment. Their behavior is definitely alien, but also comically familiar to an earthling audience. Gas Planet is an in-house release from ANTZ co-director Eric Darnell with support from PDI's Character Animation Group. The look of Gas Planet reflects the organic qualities of hand drawn imagery while maintaining the 3D advantages offered by computer animation.",Gas Planet,1992
614,01,No overview found.,Whispers in the Gloom,1998
615,01,"Australian-made film with Steven Spielberg, Stan Deyo, Stanton Friedman, Dr. Alan Hynek, Jacques Vallee, Ken Arnold, Betty Hill and Ray Palmer (publisher of the Shaver Mystery). This rare TV documentary gave birth to The Cosmic Conspiracy and contains clips of the first episode of Star Wars and Jaws.",UFOs Are Here!,1977
