,Month,Overview,Titles,Year
498,03,After Los Angeles is invaded by an army of subterranean monsters a small group of people must fight for survival in the deserted metropolis.,The Slime People,1963
499,01,"250 million years ago, a carnivorous species 'planted' a crop of humans on an uninhabited planet known as Earth. Now, the alien life form has returned to harvest its yield. With total destruction looming just moments away, a futuristic warrior (Jason James Richter) and a prophetic mental patient (Mark Hamill) join forces against the creatures, but with mortal weapons no match for the superior alien technology, the duo's only hope for victory lies in finding a 250 million year-old spaceship known as Laserhawk. The future of the world depends on it.",Laserhawk,1997
500,01,"250 million years ago, a carnivorous species 'planted' a crop of humans on an uninhabited planet known as Earth. Now, the alien life form has returned to harvest its yield. With total destruction looming just moments away, a futuristic warrior (Jason James Richter) and a prophetic mental patient (Mark Hamill) join forces against the creatures, but with mortal weapons no match for the superior alien technology, the duo's only hope for victory lies in finding a 250 million year-old spaceship known as Laserhawk. The future of the world depends on it.",Laserhawk,1997
501,08,"An astronaut is killed on re-entry to Earth, but his body is seeded with rapidly-gestating aliens.",Night of the Blood Beast,1958
502,03,"A group of aliens arrive on Earth as part of an advance invasion force. Their mission is to kidnap a small sample of humans and run them through a series of rigorous tests to determine if they would make suitable slaves. Harper, one of the alien experimenters, has beceme frustrated with her planet's endless cycle of conquest and extermination and begins to feel some sympathy for her human captives. While the prisoners see a glimmer of hope in the compassionate alien, will it be any use in stopping the enormous attack fleet just a few days from Earth?",The Advanced Guard,1998
503,06,"Hercules is summoned to oppose the evil Queen Samara, who has allied herself with aliens and is sacrificing her own people in a bid to awaken a moon goddess.",Hercules Against the Moon Men,1964
504,03,Two young children and an adult in a small town have an encounter with an alien spaceship. 25 years later the children are reunited as adults in the same town which is now beset by strange cattle mutilations. Matters become worse when the cattle mutilations are joined by human murders and mutilations.,The Return,1980
505,01,"When a couple are killed in an auto accident their bodies are immediately inhabited by extraterrestrial beings. Taking refuge in an underground cave, the aliens attempt to sabotage the U.S. space program.",The Cape Canaveral Monsters,1960
506,10,"Captain Rameses and his Legion of the Winged Serpent brigade are out to claim Earth for their dying race. Out to save Earth is an alien guard patrol located in the Bermuda Triangle, the League of Races. LOR leaders warn Rameses that he's breaking galactic treaty rules. The alien villain responds by launching an invasion which telepathically drives Earthlings to suicide. The LOR implore UFO expert Professor Duncan to help them. Eventually, the two alien forces battle. Will the Earth be saved?",Starship Invasions,1977
507,01,A newlywed sheriff tries to stop a shambling monster that has emerged from a spaceship to eat people.,The Creeping Terror,1964
508,07,An astronaut (Anthony Dexter) and crew land on Jupiter's 13th moon and find a monster and women from Atlantis.,Fire Maidens of Outer Space,1956
509,02,"Three earthlings (John Carradine, Robert Dix, Vicki Volante) leave on a space mission to destroy flesh creatures of a prehistoric lost planet.",Horror of the Blood Monsters,1970
510,10,"Alien ""eye"" creatures invade a small town in this uncredited remake of ""Invasion of the Saucer Men"".",The Eye Creatures,1965
511,07,"The plot concerns an American astronaut, Frank Douglas, who mysteriously disappears from his spacecraft as it parachutes to Earth. The vanished astronaut is apparently replaced by or turned into a large, radioactive, humanoid monster. A team of scientists and military men attempt to capture the monster — and at one point succeed, only to have him escape again. Neither the capture nor the escape are ever shown, simply mentioned by the narrator.",Monster a-Go Go,1965
512,02,"A photographer and his model are on a photo shoot in a forest when they get the feeling they are being watched. The feeling becomes so strong that they decide to cut their session short and leave. Later, when they develop the photos they took, they discover what looks like alien creatures in the background.",Eyes Behind the Stars,1978
513,08,A park ranger must protect hikers from an invasion of meteor-spawned aliens and hunters that want to eliminate the creatures - and any witnesses to their arrival on earth.,Alien Incursion,2006
514,12,"In Norway a military plane crashes under mysterious circumstances: in his last message the pilot reported many lights falling from the sky. NATO wants to play down the incident, but the famous TV moderator George Abbot and the no less persistent journalist Milker sense a sensational story about UFOs and start snooping around in the area with help of pilot ""Bird"" McNamara. Inspired by the suspiciously rigorous isolation of the whole area around the crash point and cases of an unknown disease they have a closer look at the military's activities...",Project Alien,1990
515,01,,La fille à la fourrure,1977
516,01,,Копилка,1989
517,01,A television crew heads to Nevada to search for alien life.,Conspiracy Theory,2016
518,10,A UFO transports three children back to the prehistoric.,Age of the Great Dinosaurs,1979
519,12,"In the distant future, a mysterious floating object appears suddenly in the center of Tokyo. The top secret mission unit Alta Mira Agency or AA is comissioned by the Defense Agency to deal with this mysterious invader. In charge of the robot training is Funagai Otsuya. He trains five special girls to use the Battle Soles to push back the enemy even at the cost of their lives.",Skelter+Heaven,2004
520,10,A UFO transports three children back to the prehistoric.,Age of the Great Dinosaurs,1979
521,03,"When an alien force tries to invade Earth to steal a powerful new rocket fuel, a mysterious hero intervenes.",Prince of Space,1959
522,04,"After a strange sighting, four friends decide to move in the near woodlands to investigate. Soon their week-end becomes a nightmare and a race for survival.",Report 51,2013
523,08,"The election campaign in a small provincial town is in full swing. Candidates for ministry position pop up elsewhere, promising ""milk and honey"" to the voters. Two inseparable policemen, Boki and Pajko, are in charge of peace and order. Everything goes as usual until unexpected visitor from space shows up.",Aliens Are to Be Blamed for Everything,1991
524,10,"Two alien brothers crash their ship in the U.S. They get separated, and one searches the country for the other one.",Nukie,1988
525,10,"A group of young pilots in a remote region of the Canadian wilderness begin to hear strange reports over their radios about planes crashing, cars stalling and a deadly plague which has gripped the planet. It becomes clear that earth is in the midst of an invasion. The group of pilots decide to barracade themselves in a cabin deep in the woods and wait for their impending doom.",Invasion from Inner Earth,1974
526,01,"The wretched colony world of Actium is crumbling under the ego of its dictator, Grand-Automaton Polpox. Rebel Laffrodites, a religious minority, are being exterminated in a government run campaign and to distract the citizenry Polpox has put on a grand carnival, an Actium Maximus where alien dinosaurs fight to the death in a gigantic Colosseum. Space Hunter Axezun is commissioned to scout the farthest reaches of the galaxy for new combatants. He and his crew find much more than bloodthirsty monsters on their quest however, they also discover a secret which could alter life in the galaxy forever.",Actium Maximus,2005
527,04,"ADAM is a graduate student in theoretical astronomy and working on his dissertation. He’s always been interested in what’s ‘out there’ and he finds a perfect opportunity to both work and play…..in Roswell, New Mexico.",1313: UFO Invasion,2012
528,12,Two aliens from a dying planet are on a mission to impregnate Earth women.,Wam Bam Thank You Spaceman,1974
529,01,"Spoof science fiction. An alien mother and her child are pursued across England by a bunch of incompetent government agents and take refuge in a house full of vampires. Homage back to the camp tone of British directors of the 1970's such as Ken Russell, (The Lair Of The White Worm), Robert Fuest, (Dr Phibes Rises Again), and Joe McGrath, (The Magic Christian). Distributed by Troma in the U.S., it contains violence, nudity and exploding bagpipes.",Alien Blood,1999
530,11,A group of friends gather after over a decade apart. All seems to be going well until a Deputy arrives and announces that one of the group is actually an alien in disguise and then is promptly separated from his head.,Alien Vengeance II: Rogue Element,2010
531,09,"Offering only the finest amenities, the ‘TITAN 1C’ space-cruiser is considered the most luxurious star-liner ever built. Future spring-breakers on board are excited to be touring through space with some of the world’s elite. However, a sudden meteor storm smashes into the hull, and a deadly biological alien life form is let loose on the ship.  Seeking a suitable host, the retrovirus successfully merges with some the passengers, transforming them into seemingly invincible predators with the “touch of death”. As the ship is destroyed, the surviving passengers crash on a remote planet, and they learn that one of them is “infected”. They must quickly band together before it has a chance to slaughter them all.",Aliens vs Titanic,2017
532,08,"In this Sci-Fi thriller, when a group of friends go missing, the local Police are shocked at the return of a mysterious stranger. While searching for their missing friends, they uncover a dark secret and the truth behind the 'Grey Agenda'.",Grey Agenda,2017
533,01,"Immensely successful Professor Jonathan Caine has come out with a new book about his favorite subject, ants. He is known and respected all over the world but to his beautiful daughter, radio personality, Audrey Caine, he is an absentee parent. Nevertheless, Caine tries to heal the break between him and his daughter only to be called away to give another lecture on ants to a secretive multi-national corporation, Niles Industries, hidden in the Colorado wilderness. Meanwhile, his daughter, Audrey, is worried more than she’d like to admit. But when a giant ant escapes so does Caine. The giant ant sends out a sonic signal that travels across the four corners of the world and suddenly giant ants are appearing everywhere!",GiAnts,2007
534,05,"Extreme athlete Jordan Hoffart shows off his prowess in this full-length movie featuring the blue-hued alien Zolar -- son of Sylvester ""Skip"" Crovo -- whom wanna-be skateboarding superstars recruit to teach them how to ride a board like the pros. When they meet Zolar, their newest team member, the kids have to get over their initial prejudice and learn how to hang with someone physically unlike them but just as dedicated to the sport as they are.",Zolar,2004
535,01,An alien from a race dying of a disease crashes on Earth and assumes the body of a human. She then precedes to take blood from other humans to send back to her planet. Things get complicated when she starts to feel human emotions and other aliens show up to exterminate her. Her only hope lies with a curious and helpful doctor.,Star Portal,1997
536,05,"Peaceful, rustic Metzburgh is a quiet village which was a former industrial town whose glory days are long past after the collapse of Metzburgh Grain. Teenager Mark Lowe (Jason John Beebe) and his ex-girlfriend Lucy Greenheart (Sarah Manzella) are stuck in a lovers quarrel when a meteorite crash lands in the passive community. Glen (Robert Bozek ), an ex-employee of the grain silos who became homeless after the collapse of the mills, stumbles upon the fiery crash. Unaware that his find could be dangerous, he gets too close and a chemical poison sprays out of the meteorite, enveloping him. The chemical agent known as Ombis begins to turn his insides into a slimly substance. Unable to stop the spread of the infection, Glen runs onto the road where Mark and Lucy find him. The two take him to the only Doctor in town, Doctor D (Deborah Manzella) Mark and Lucy are shocked by their gruesome discovery and immediately contact the local Sheriff Thomas Brackett (Richard Satterwhite).",Ombis: Alien Invasion,2013
537,01,"It's fear that they seek! Dr. Schroder listens to her criminally insane patient as he recounts the story of the murder of his four friends. Chip implants, government mind control, Russian military, and Alien visitors form the puzzle pieces of this science fiction thriller. A search for the answers leads to the mind-bending truth...it's our fear that they seek. The Aliens are HERE and they show only disgust for what the human race has become.",Alien Agenda: Project Grey,2007
538,10,Aliens make a follow up invasion attempt on Rural Ohio after years of unsuccessful attempts. This time they're out for revenge. It's up to local hillbillies and college kids to defend the world from this alien invasion.,Revenge of the Spacemen,2014
539,12,"Three aliens from an unknown planet, who bear a strong resemblance to the Biblical Magi, visit earth to know the true meaning of Christmas. Peter, a young boy, and Lucy, his goose, are the first to encounter them. Unable to find the true meaning of Christmas in town, Peter takes them to his family's house in the woods. While Peter's grandmother tells the aliens about her memories of Christmas, Marvin, one of the town's bullies, steals Lucy. In the chase to rescue Lucy, Marvin falls through the ice in a lake. Peter attempts to rescue him but falls into the lake as well. The townsfolk, who were out searching for the aliens, attempt to save the boys but their human chain isn't long enough to reach them. The three aliens, who had sworn not to interfere with events on earth, decide to help in order to learn the meaning of Christmas.",A Cosmic Christmas,1977
540,01,"From best-selling author Freddy Silva comes a voyage of discovery into ancient temples, cathedrals and crop circles, and their effect on human evolution. Shot with outstanding cinematography throughout Britain, Silva demonstrates how our ancestors hard-wired a spiritual technology into places like Stonehenge to access the invisible Universe.",Stairways To Heaven: The Practical Magic of Sacred Space,2005
541,01,"Australian-made film with Steven Spielberg, Stan Deyo, Stanton Friedman, Dr. Alan Hynek, Jacques Vallee, Ken Arnold, Betty Hill and Ray Palmer (publisher of the Shaver Mystery). This rare TV documentary gave birth to The Cosmic Conspiracy and contains clips of the first episode of Star Wars and Jaws.",UFOs Are Here!,1977
542,01,No overview found.,Whispers in the Gloom,1998
543,05,Slimey little aliens attack teenagers.,Beasties,1991
544,09,,Blue Tornado,1991
545,11,"This documentary puts forth the theory that UFOs are actually beings from another dimension, and reviews past incidents of UFO sightings in support of that theory.",Overlords of the U.F.O.,1977
546,01,"This documentary explores near death experiences, UFO’s, ORBs, global changes,  and extra terrestrial encounters. With live UFO footage and first hand accounts of other-world encounters, this  film is among the first to explore questions such as where did they come from? And why are they here? The film  features James Gilliland, an expert in the area of E.T. phenomena, who has appeared regularly on the popular  radio show “Coast to Coast A.M.”  It's filmed at Gilliland’s ranch in Trout Lake, Washington which serves as the primary location  for Gilliland’s E.T. encounters. The movie delves into Gilliland’s life story, his own near death experience, his  personal encounters with other worldly beings, and also includes interviews with physicists and other experts who  have visited the ranch and share their perceptions of these phenomena. The films includes appearances by Dr. Miceal  Ledwith, Neil Freer, Dr. Brooks Agnew, Afred Webre, and Dr. Michael Salla.",Contact Has Begun: A True Story With James Gilliland,2008
547,08,"Crop Circles: Quest for Truth is a compelling and provocative feature-length documentary full of never-before-seen footage and interviews with leading Crop Circles researchers and scientists, some of whom agreed to be on camera for the first time. The film is an in-depth examination of prevailing theories about the origin and nature of Crop Circles and the possible implications for us and for the future of Planet Earth.",Crop Circles: Quest for Truth,2002
548,03,"Animated film students vetes a 2004, which is supported by their professor Zeljko Savic",Jet Set,2004
549,,"Scientists investigate the possibility that alien life-forms influenced human evolution, citing the existence of strange monuments around the world to support their theory.",Ancient Astronauts,
550,01,"Speculative ""documentary"" about alien visitations on Earth, UFO sightings and how aliens are responsible for pretty much every conspiracy theory, paranormal encounter and cryptozoological sighting in history. (Also Jesus. No, really.)",The Force Beyond,1978
551,01,Why are aliens visiting our planet? This enchanting animated short film follows a visitor from another world as it starts its journey on Earth.,Invasions,2009
552,01,No overview found.,The Brother from Space,1988
553,01,"This is a shortened version of the 1945 Republic serial ""The Purple Monster Strikes,"" which was released to television in 1966.",D-Day on Mars,1966
554,12,"In the middle of the next century, a spaceship loses its bearings, and the commander of another space crew, seemingly on a routine check flight, decides to investigate. The result is an unusual suspense adventure.",Signals: A Space Adventure,1970
555,12,"Three aliens from an unknown planet, who bear a strong resemblance to the Biblical Magi, visit earth to know the true meaning of Christmas. Peter, a young boy, and Lucy, his goose, are the first to encounter them. Unable to find the true meaning of Christmas in town, Peter takes them to his family's house in the woods. While Peter's grandmother tells the aliens about her memories of Christmas, Marvin, one of the town's bullies, steals Lucy. In the chase to rescue Lucy, Marvin falls through the ice in a lake. Peter attempts to rescue him but falls into the lake as well. The townsfolk, who were out searching for the aliens, attempt to save the boys but their human chain isn't long enough to reach them. The three aliens, who had sworn not to interfere with events on earth, decide to help in order to learn the meaning of Christmas.",A Cosmic Christmas,1977
556,12,"Fleming, a futuristic cop, saw his daughter kidnapped by Flame and Rain, two aliens that were born out of his own dreams. Much later, the two aliens are kept in cryosleep; but Flemming's daughter is not dead, just a prisoner inside Flame's mind.",Blue Flame,1993
557,01,"In a not-too-distant future, humankind is caught between two warring factions of aliens: the Greys (who want to annihilate Earth and erase its inhabitants) and the Morphs (who want to preserve the planet and its population for their own selfish means). The first installment of this science fiction series introduces a few of the helpless humans caught in the crossfire, including a once-secret government operative and an altogether average Joe.",The Alien Conspiracy: Grey Skies,2003
558,01,"It is the first time you will be able to see Giger‘s paintings processed digitally in high resolution quality, 3D animated and together with original film music and surround sound. Watch ten moving image collages, where we used over 200 diapositives which cover the most important periods of his work. Each of those collages will be presented in an abstract story, which will tell us more about Giger‘s life and artistic work. -= Petr Luksan, Director =-",H.R. Giger's Art in Motion,2010
559,08,"Two outer-space aliens visit Earth with the intention of blowing it up, but they meet a hot blonde and decide to postpone the planet's destruction in order to try to score with her.",Deceit,1992
560,02,"While meeting a new friend, Gerald is abducted by aliens and whisked to the planet Moo. The king of Moo mistakenly thinks that all Earthlings - like Gerald - speak only in sound effects, and he attempts to converse with Gerald. Hoping to lure Earth tourism to his planet, the king brings the boy back to Earth in the hope of establishing good relations, but Earth diplomats are puzzled by the king's unusual language",Gerald McBoing! Boing! on Planet Moo,1956
561,10,"Weird things are happening in the town of Justice, Arizona: three sheriffs have disappeared, and someone is killing the rancher's livestock in a bizarre, ritualistic fashion. Locals believe the incidents were caused by aliens... But a visiting couple, Charlie and Rhonda, knows better – because they're aliens themselves. When no one else will, Charlie and Rhonda volunteer to be the new sheriffs to get to bottom of the crimes. Hiding behind the power of the badge, the two make their own rules, punishing wrong-doers with their own form of ""eye-for-an-eye"" alien vengeance. Follow this twisted, outer space ""Bonnie and Clyde"" as they attempt to bring Justice the justice it deserves.",Alien Avengers II,1997
562,04,"Aliens battle terrorist in a sorority house filled with mutants, monsters and secret agents. Who will survive this action packed inter-dimensional adventure?",The Toxic Retards,2015
563,08,"March 8, 1980, 05h20min AM: 10,000 people remain in silence looking at the sky waiting for a flying saucer coming from Jupiter. Edílcio Barbosa, the messenger of Jupiter, had announced the extraterrestrial mission a few months before and, mysteriously, the fact gained international proportions. A story that looks more like science fiction movie really happened in the municipality of Casimiro de Abreu, Rio de Janeiro. The media widely covered the event recording the visible presence of the army, the whole structure built by the city and the arrival of thousands of people from several cities in Brazil-and even exterior- that have transformed the place into a brazilian ufological Woodstock .",Efeito Casimiro,2013
564,06,,Terra,2015
565,08,"In a not-too-distant future only a few homo sapiens are left. Struggling for survival they are forced to live from hunting the last remaining animals in the peripheral ruins of an advanced human civilization. But they are unaware of being stalked themselves by a mysterious scanner. A science-fiction story about hunting and being hunted, about extinction and survival, about dogs – and men.",Dog Men,2015
566,09,"Dick and Suzy become infected with an unknown virus. They soon discover that they have a new found taste for blood. The problem is, they only seem to be able to suck blood out of their victims crotches.",Fangboner,2015
567,03,Two eccentric aliens from outer space manipulate one man's brain so he can make telepathic love to any woman they like.,Sex and the Single Alien,2015
568,08,A small group of idiots wage war on vampiric alien prostitutes.,Vampire Whores from Outer Space,2005
569,01,"A young woman moves into a home and is immediately seduced by her neighbor, a lesbian vampire who is also an alien. Much faux-lesbian action commences.",Caress of the Vampire,1996
570,01,An alien visits earth and records its experiences.,Swiss Made,1968
571,04,"A 107-minute long message that will be sent by a rocket to aliens who were detected from outside our solar system. The film is about the making of this message, and it follows the building of the space capsule from the signals received until the launch of the rocket. The valuable and illuminating interviews made with 42 role models tries to answer the big quesions of the human existence with unique humour. The message of the film is actually intended for everybody who is searching for their path, a handhold, motivation, to live their daily life to the fullest.",Project 42: The universal message,2015
572,05,"he Jyusenki-tai/Cyber Beat Force are on their way to the Zorbados Empire's homeworld so that they can finish the war that they had fought on Earth. Awaiting them are Death Gaia, the last surviving general, and Muge Zorbados, the emperor himself. Before they arrive, though, the group looks back at all of the people who sacrificed their lives so that they could make it to this point.",Dancougar: Requiem for Victims,1986
573,06,"A two-part feature directed separately by Shimizu and his colleague Keisuke Toyoshima. Unrelated to each other, both have a common goal: to bring ghosts and aliens together in pure, referential and absurdistic delirium, including neo-Nazi specters, zombie yakuzas, and nasty aliens.",Ghost vs. Alien 03,2007
574,04,"Horror, gag, and entertainment by Keisuke Toyoshima of ""Heller master Shimizu Takashi ×"" Kaidan New Ear Bag Nobuhiro ""!"" Hellstone catching out hell ""and"" Alien of the table ""are included.",Ghosts vs. Aliens 02,2003
575,04,,No Meio de Nós,2017
576,07,The bravest adventurer at The League of Interplanetary Process Servers attempts to deliver 30 subpoenas throughout the universe in only ten minutes.,L.I.P.S.,2016
577,01,"Prompted by their leader, two beautiful women from a distant planet head to Earth where they search for a Kama Sutra type book.",Venus Descending,1997
578,05,,Círculos,2016
579,08,"Park Ranger Don Morgan is torn from his routine life, when he stumbles upon a UFO visitation in the arid, deserted Park Area where he resides. An inexplicable, bizarre power outage knocks out all electronics and communications, stranding a carload of hikers in the park, and downing a small plane. Searching for hydration in the blistering heat, Don must lead the survivors across an apparently abandoned Military Testing area called ""ZONE-X"".",Aliens: Zone-X,2015
580,10,"Noriko Takaya's dream is to become a space pilot like her father, who died when she was young after an attack by alien forces in deep space. After entering Okinawa Girls Space Pilot High School, she must persuade everyone, especially herself, that she can fulfill her goal and become an accomplished pilot despite being just an ordinary girl.",Gunbuster,1988
581,01,"Army Corps engineer Roy McBride embarks on a mission across the galaxy to discover the truth about his father, who disappeared in space 20 years ago while searching for signs of alien life. Though he was once presumed dead, new evidence suggests Roy's father may still be alive, hiding within an abandoned power plant on a distant planet - and that he could potentially pose a dangerous threat to the entire universe.",Ad Astra,2019
582,10,,Martians Go Home! La venganza de Sara Clockwork,2006
583,03,"Marko and Nedeljko, best friends since high school аnd now in their early twenties, are seriously starting to think that Stefana and Nemanja, the most popular high school sweethearts, are possessed by aliens. They decide to investigate, which is unfortunate since they are heavily intoxicated with alcohol and drugs.",Somehow Wit Da Spring,2016
584,,Mozzman takes a long journey to Mt. Fuji in search for his old friend Kitakitsune.,Journey to Mt. Fuji,
585,03,Marzulli and his team travel to Peru to investigate giants and elongated skulls. Other subjects are also explored.,Watchers 6: The Secret Cosmic War,2013
586,01,"Rappytor, The Supreme Dictator, comes to Earth to take over the world and there's only one man who can stop him. That man is Sampson, The Masked Grappler.",Sampson vs The Supreme Dictator From Outer Space,1986
587,07,"Noera is heading to work after drinking all night with a friend when he meets Marcia, a young biker heading towards Los Angeles. They abruptly get involved in a car chase and Marcia ends up retrieving a locked metal box from one of the pursued vehicles. Within it, a dark sphere. Many people want the orb at any cost forcing Noera and Marcia to desperately run away while trying to figure out what exactly is the strange object they are carrying.",California Crisis: Gun Salvo,1986
588,12,"An agent who was sent riding on Halley's comet to the earth. He was actually given an order to destroy the earth. Captivated by planet's beauty, however, he is no longer able to destroy the planet. Seventy-six years later, another agent from Halley's comet is sent to the earth to liquidate this traitor, who is now disguised as a girl named Lamina in Vietnam.",Love Position: The Legend of Halley,1985
589,01,Aardman's claymation to the song Barefootin'.,Barefootin',1987
590,12,A goofy crew of extraterrestrial wall-walkers journey to Earth in a quest to learn the meaning of Christmas.,Deck the Halls with Wacky Walls,1983
591,10,Watchers series continues with new topics. - The Two Suns - Moon Update - The Torah Codes - Alien Implant Update - The Unexplained - Ancient Texts - The Arab Spring - The Hopi Indian Prophecies - The Shroud of Turin,Watchers 3  - Fingerprints of the Supernatural,2011
592,11,A father and his son. Sky and earth. A camera and something very hard to film: faith.,To the Centre of the Earth,2015
593,07,"The Watchers series has reached new, extraordinary heights, presenting one thrilling segment after another. LA Marzulli and Richard Shaw's ongoing adventures continue with the story of black-eyed children who appear at hotels and car windows, even on boats at sea! They appear with a singular purpose—they want to be invited in! Demons? Alien hybrids? Urban legends? Speaking of legends, our host interviews the leading expert on The Spear of Destiny, the weapon that pierced the side of Christ and supposedly gives its owner the power to rule the world. What significance does the word OBAMA have in the Bible codes, referencing the Gog and Magog war? And what secrets does the North Pole hold? Were Admiral Byrd and Adolf Hitler's suspicions right? Is the Hollow Earth theory credible? There's even more—the latest news from Israel—an interview with David Brennan, author of the Israel Omen—Russian UFOs and new, laboratory revelations from alien implant physician, Dr. Leir.",Watchers 5: Let Me In,2012
594,09,One night. One man. One extraordinary encounter.,Close Encounters,2012
595,08,"In their third animated adventure, Old Master Q meets an extraterrestrial at a theme park.",Shan T Old Master Q,1983
596,01,,Caçadores de Espécies e o Símbolo Secreto,2014
597,,"A group of treasure hunters discover a mysterious object at the bottom of the Baltic Sea in this documentary. Theories abound about the large object's origins. It might be a UFO, manmade, or it might be a naturally occurring phenomenon. Nobody knows.",The Mystery Beneath,
598,11,"My father from Sirius is a film about a boy who grew up believing his father is a messenger between the Earth and the outer space. Now the boy has become a man who wants to find out what is true in his father’s worldview. And what is not. Veikko Paakkanen, the father of the director Einari Paakkanen, believes that he’s able to cure people from cancer, see extraterrestial beings and contact the afterlife.",My Father from Sirius,2016
599,11,"From director Crescentia Volz and producer Jayme Schmitt comes a horror film of which the likes haven't been seen for 60 years. During the weekend of Thanksgiving, aliens put their plans to take over the Earth in motion. Two friends, Mike and Jesse (Megan Frankovich and Ben Johnson), appear to be the only thing to stand it the way, if it wasn't for the fact they are somewhat clueless to the invasion. But with a little help from an over the top grump (Jayme Schmitt) they may just have what it takes to get a clue and fight back. In the true style of the 1950s genre of Science Fiction and Horror, you never saw this one coming!",Black Friday,2017
600,09,"Paul, a non-believer in life on other planets, late one night discovers a crash-landed and wounded alien. He rescues the being and is initiated into a psycho-sexual metamorphosis.",Suroh: Alien Hitchhiker,1996
601,01,"Lord Doom, evil master of Proyas, the Dark Planet, sends Kraa the Sea Monster to Earth as part of his plan to dominate the galaxy. To keep the meddling hands of the Planet Patrol out of his scheme, he incapacitates their nearby space station. Fortunately, the alien agent Mogyar is on hand to land on Earth to stop the giant sea-beast. Accidentally landing in New Jersey rather than Italy (where scientists could have helped Mogyar build a weapon to stop Kraa), Mogyar must overcome his stereotypical Italian accent and strange appearance in order to ally with nearby humans to save the day.",Kraa! The Sea Monster,1998
602,11,,UFO-k a Harmadik Birodalomban,2006
603,,This documentary examines four 'alien sightings' from the last five years; were they visitors from other worlds?,Alien Investigations,
604,01,Invading aliens are taking over the brains of folks in a small town. The head leech is a wad of black tinfoil with a couple of white thumbtacks for eyes. Others are spidery-like rubber things pulled along by strings.,The Brain Leeches,1978
605,03,"You've never been invited to a sleepover like this! ""Pajama Nightmare"" includes three freaky, sexy stories from the twisted heart of Athens, Georgia. It's all here, folks: Busty aliens, singing cannibals, and a Halloween slumber party filled with burlesque babes!",Pajama Nightmare,2013
606,05,"A man sets out to photograph UFOs in a scientifically verifiable manner only to get more than he bargained for. Shot by acclaimed visual effects master Douglas Trumbull in a new process called MAGI, 4K 3D at 120 frames per second, to create a powerful sense of immersion previously unseen in cinema.",UFOTOG,2014
607,,"Born with valuable and powerful abilities, a young woman escapes a confidential, brutal experiment. Federal agents will stop at nothing to capture her.",Liberty,
608,09,Australien Skies is a documentary film that explores the sightings of unidentified flying objects and the people who witness them within Australia.,Australien Skies,2015
609,01,"A Mexican scientific team and an Arab expedition clash over a powerful piece of metal hidden in the jungle. Oh yeah, and there's also aliens, a psychic, a sorcerer and a hostile tribe who do the occasional human sacrifice.",Abriendo fuego,1985
610,04,"An out-of-this-world comedy cast stars in this spaced-out futuristic family comedy. Welcome to Betaville, the world’s most exclusive summer camp, where the world’s leaders send their children. They are the sons and daughters of presidents and kings, with supervisors to care for them and an army to protect them. Meanwhile, in outer space, Planet Z is threatened by the evil forces of Planet 38. Planet Z’s president XM (Tim Kazurinsky) launches a secret plan to trick Planet 38 into attacking Earth instead. A peace-loving emissary from Planet Z recruits the children of Betaville to warn the President (John Astin) about XM’s secret plan.",Betaville,2005
611,07,"The boat Black Whale III sails into the Bermuda Triangle with the Marvin family aboard, intending to search for the remains of Atlantis. Along the way they discover a doll floating in the water, which Diana Marvin—the family's youngest daughter—takes as her own. Diana appears to become possessed by the doll, and starts saying that everyone will die, and telling people the order they will die in. She also locks the ship's cook in the freezer, who almost dies before he is freed. One night, the ship follows a Fresnel lens signaling an SOS even though nothing appears on the radar. They abandon the search after the signal identifies itself as a ship that was lost years ago.",Secrets of the Bermuda Triangle,1978
612,01,Aliens from another dimension cross space and time to come to Earth. A scientist tries to discover what their motives are.,PSI Factor,1980
613,04,"Aliens abduct young girls who look good for breeding on their planet. The girls are wrapped and podded, then beamed up for delivery to the laboratories on planet Merkos where evil gynecologists administer artificial insemination.",The Teenage Girlpods,1987
614,,"Abductee is a chilling ""found footage"" film set in the outskirts of Portland, Oregon. Terrifying in a way that few other horror films are, Abductee explores the bizarre and misunderstood world of alien abduction. Through a first person account, we come to know the fear and mental anguish that befalls a man as he attempts to unravel the mystery of what happens to him when he is alone in the middle of the night. Drew hasn't been sleeping very well. On numerous occasions he awakes suddenly, completely unable to move, a victim of a common, but terrifying disorder called Sleep Paralysis. After suffering from this condition for many years, Drew finally decides to take matters into his own hands and capture his nighttime episodes on video, in order to find out exactly what he is experiencing while he is frozen in his bed. With money inherited from his recently deceased father, Drew purchases an array of surveillance cameras and microphones and mounts them around his house in order to ...",Abductee,
615,08,A young guy unwittingly opens up a vortex for aliens to enter Earth via a strange video game machine.,Invisible World,2017
616,02,"Australien Skies2: Contact Of Interest is the second film in the critically acclaimed ""Australien Skies"" UFO series from documentary filmmaker Don Meers.  In “Contact Of Interest” we accompany Don as he returns to Kiama in New South Wales to visit UFO contactee Liam Freaney, who appeared in the first Australien Skies film.  With a collection of UFO footage, black helicopters and claims of government conspiracy, Liam’s appearance in the first film caused a great deal of excitement and controversy. However, as Don discovers, not all is well with Liam.  In the time that has passed, his experiences have taken a decidedly darker turn.  Contact Of Interest asks the question “Is capturing a video of a UFO the end of peoples experiences or could it be only the beginning into the far broader landscapes of this phenomenon""",Australien Skies 2: Contact Of Interest,2018
